"rules","support","confidence","lift"
"852","{tropical fruit,other vegetables,yogurt,white bread} => {butter}",0.00101677681748856,0.666666666666667,12.0305810397554
"558","{hamburger meat,yogurt,whipped/sour cream} => {butter}",0.00101677681748856,0.625,11.2786697247706
"898","{tropical fruit,other vegetables,whole milk,yogurt,domestic eggs} => {butter}",0.00101677681748856,0.625,11.2786697247706
"524","{yogurt,whipped/sour cream,hard cheese} => {butter}",0.00101677681748856,0.588235294117647,10.61521856449
"850","{tropical fruit,whole milk,yogurt,sliced cheese} => {butter}",0.00101677681748856,0.555555555555556,10.0254841997961
"526","{whole milk,whipped/sour cream,hard cheese} => {butter}",0.00142348754448399,0.538461538461538,9.71700776287932
"523","{other vegetables,hard cheese,domestic eggs} => {butter}",0.00101677681748856,0.526315789473684,9.49782713664896
"872","{tropical fruit,other vegetables,whipped/sour cream,fruit/vegetable juice} => {butter}",0.00101677681748856,0.526315789473684,9.49782713664896
"547","{tropical fruit,onions,yogurt} => {butter}",0.00111845449923742,0.523809523809524,9.45259938837921
"866","{tropical fruit,other vegetables,yogurt,domestic eggs} => {butter}",0.00111845449923742,0.523809523809524,9.45259938837921
"527","{tropical fruit,other vegetables,hard cheese} => {butter}",0.00101677681748856,0.5,9.02293577981651
"861","{other vegetables,whole milk,whipped/sour cream,napkins} => {butter}",0.00101677681748856,0.5,9.02293577981651
"518","{whole milk,soft cheese,domestic eggs} => {butter}",0.00101677681748856,0.476190476190476,8.59327217125382
"731","{tropical fruit,whipped/sour cream,fruit/vegetable juice} => {butter}",0.00101677681748856,0.476190476190476,8.59327217125382
"854","{other vegetables,whole milk,yogurt,white bread} => {butter}",0.00101677681748856,0.476190476190476,8.59327217125382
"560","{hamburger meat,whole milk,whipped/sour cream} => {butter}",0.00122013218098627,0.461538461538462,8.3288637967537
"120","{whipped/sour cream,hard cheese} => {butter}",0.00203355363497712,0.454545454545455,8.20266889074228
"525","{other vegetables,whipped/sour cream,hard cheese} => {butter}",0.00122013218098627,0.444444444444444,8.0203873598369
"535","{whole milk,whipped/sour cream,sliced cheese} => {butter}",0.00122013218098627,0.444444444444444,8.0203873598369
"575","{other vegetables,whipped/sour cream,long life bakery product} => {butter}",0.00122013218098627,0.444444444444444,8.0203873598369
"869","{root vegetables,whole milk,yogurt,domestic eggs} => {butter}",0.00111845449923742,0.44,7.94018348623853
"70","{yogurt,rice} => {butter}",0.00101677681748856,0.434782608695652,7.84603111288392
"528","{tropical fruit,whole milk,hard cheese} => {butter}",0.00101677681748856,0.434782608695652,7.84603111288392
"546","{onions,whole milk,bottled water} => {butter}",0.00101677681748856,0.434782608695652,7.84603111288392
"853","{root vegetables,other vegetables,whole milk,white bread} => {butter}",0.00101677681748856,0.434782608695652,7.84603111288392
"868","{tropical fruit,other vegetables,whole milk,domestic eggs} => {butter}",0.00132180986273513,0.433333333333333,7.81987767584098
"548","{tropical fruit,onions,whole milk} => {butter}",0.00122013218098627,0.428571428571429,7.73394495412844
"610","{root vegetables,whole milk,chocolate} => {butter}",0.00152516522623284,0.428571428571429,7.73394495412844
"516","{root vegetables,whole milk,rice} => {butter}",0.00101677681748856,0.416666666666667,7.5191131498471
"555","{sausage,berries,whole milk} => {butter}",0.00101677681748856,0.416666666666667,7.5191131498471
"559","{hamburger meat,other vegetables,whipped/sour cream} => {butter}",0.00101677681748856,0.416666666666667,7.5191131498471
"862","{pork,other vegetables,whole milk,whipped/sour cream} => {butter}",0.00101677681748856,0.416666666666667,7.5191131498471
"579","{root vegetables,whole milk,long life bakery product} => {butter}",0.00122013218098627,0.413793103448276,7.46725719708953
"867","{tropical fruit,whole milk,yogurt,domestic eggs} => {butter}",0.00122013218098627,0.413793103448276,7.46725719708953
"536","{tropical fruit,yogurt,sliced cheese} => {butter}",0.00111845449923742,0.407407407407407,7.35202174651716
"545","{onions,whole milk,domestic eggs} => {butter}",0.00111845449923742,0.407407407407407,7.35202174651716
"851","{root vegetables,onions,other vegetables,whole milk} => {butter}",0.00132180986273513,0.40625,7.33113532110092
"566","{citrus fruit,whole milk,hygiene articles} => {butter}",0.00101677681748856,0.4,7.21834862385321
"567","{whole milk,bottled water,hygiene articles} => {butter}",0.00122013218098627,0.4,7.21834862385321
"569","{root vegetables,whole milk,hygiene articles} => {butter}",0.00142348754448399,0.4,7.21834862385321
"664","{root vegetables,whipped/sour cream,napkins} => {butter}",0.00101677681748856,0.4,7.21834862385321
"857","{other vegetables,whole milk,curd,whipped/sour cream} => {butter}",0.00101677681748856,0.4,7.21834862385321
"858","{tropical fruit,other vegetables,curd,yogurt} => {butter}",0.00101677681748856,0.4,7.21834862385321
"578","{root vegetables,other vegetables,long life bakery product} => {butter}",0.00132180986273513,0.393939393939394,7.10897970530998
"871","{other vegetables,whole milk,yogurt,domestic eggs} => {butter}",0.00132180986273513,0.393939393939394,7.10897970530998
"268","{curd,chocolate} => {butter}",0.00111845449923742,0.392857142857143,7.0894495412844
"538","{tropical fruit,whole milk,sliced cheese} => {butter}",0.00111845449923742,0.392857142857143,7.0894495412844
"600","{tropical fruit,yogurt,white bread} => {butter}",0.00111845449923742,0.392857142857143,7.0894495412844
"607","{other vegetables,fruit/vegetable juice,chocolate} => {butter}",0.00111845449923742,0.392857142857143,7.0894495412844
"855","{beef,root vegetables,whole milk,rolls/buns} => {butter}",0.00111845449923742,0.392857142857143,7.0894495412844
"571","{other vegetables,whipped/sour cream,sugar} => {butter}",0.00101677681748856,0.384615384615385,6.94071983062809
"627","{beef,whole milk,curd} => {butter}",0.00101677681748856,0.384615384615385,6.94071983062809
"77","{citrus fruit,herbs} => {butter}",0.00111845449923742,0.379310344827586,6.84498576399873
