"['rice,sugar','whole milk']",1
"['canned fish,hygiene articles', 'whole milk']",1
"['root vegetables,butter,rice', 'whole milk']",1
"['root vegetables,whipped/sour cream,flour', 'whole milk']",1
"['butter,soft cheese,domestic eggs', 'whole milk']",1
"['citrus fruit,root vegetables,soft cheese ', ' other vegetables']",1
"['pip fruit,butter,hygiene articles', 'whole milk']",1
"['root vegetables,whipped/sour cream,hygiene articles', 'whole milk']",1
"['pip fruit,root vegetables,hygiene articles', 'whole milk']",1
"['cream cheese ,domestic eggs,sugar', 'whole milk']",1
"['curd,domestic eggs,sugar', 'whole milk']",1
"['cream cheese ,domestic eggs,napkins', 'whole milk']",1
"['pip fruit,whipped/sour cream,brown bread ', ' other vegetables']",1
"['tropical fruit,grapes,whole milk,yogurt ', ' other vegetables']",1
"['ham,tropical fruit,pip fruit,yogurt ', ' other vegetables']",1
"['ham,tropical fruit,pip fruit,whole milk ', ' other vegetables']",1
"['tropical fruit,root vegetables,yogurt,oil ', ' whole milk']",1
"['root vegetables,other vegetables,yogurt,oil ', ' whole milk']",1
"['root vegetables,other vegetables,butter,white bread ', ' whole milk']",1
"['pork,other vegetables,butter,whipped/sour cream ', ' whole milk']",1
"['other vegetables,butter,whipped/sour cream,domestic eggs ', ' whole milk']",1
"['tropical fruit,butter,whipped/sour cream,fruit/vegetable juice ', ' other vegetables']",1
"['whole milk,rolls/buns,soda,newspapers ', ' other vegetables']",1
"['citrus fruit,whipped/sour cream,rolls/buns,pastry ', ' whole milk']",1
"['citrus fruit,tropical fruit,root vegetables,whipped/sour cream ', ' other vegetables']",1
"['pip fruit,root vegetables,other vegetables,bottled water ', ' whole milk']",1
"['sausage,tropical fruit,root vegetables,rolls/buns ', ' whole milk']",1
"['tropical fruit,root vegetables,other vegetables,yogurt,oil ', ' whole milk']",1
"['other vegetables,cream cheese ,sugar ', ' whole milk']",0.9375
"['sausage,tropical fruit,root vegetables,yogurt ', ' whole milk']",0.9375
"['citrus fruit,domestic eggs,sugar ', ' whole milk']",0.933333333333333
"['yogurt,domestic eggs,sugar ', ' whole milk']",0.933333333333333
"['root vegetables,whole milk,yogurt,oil ', ' other vegetables']",0.933333333333333
"['citrus fruit,tropical fruit,root vegetables,whole milk,yogurt ', ' other vegetables']",0.933333333333333
"['pip fruit,whipped/sour cream,cream cheese  ', ' whole milk']",0.928571428571429
"['butter,whipped/sour cream,soda ', ' other vegetables']",0.928571428571429
