"10","{rice,sugar} => {whole milk}",0.00122013218098627,1,3.91364902506964
"16","{canned fish,hygiene articles} => {whole milk}",0.00111845449923742,1,3.91364902506964
"33","{root vegetables,butter,rice} => {whole milk}",0.00101677681748856,1,3.91364902506964
"60","{root vegetables,whipped/sour cream,flour} => {whole milk}",0.00172852058973055,1,3.91364902506964
"62","{butter,soft cheese,domestic eggs} => {whole milk}",0.00101677681748856,1,3.91364902506964
"68","{citrus fruit,root vegetables,soft cheese} => {other vegetables}",0.00101677681748856,1,5.16815554387809
"126","{pip fruit,butter,hygiene articles} => {whole milk}",0.00101677681748856,1,3.91364902506964
"133","{root vegetables,whipped/sour cream,hygiene articles} => {whole milk}",0.00101677681748856,1,3.91364902506964
"135","{pip fruit,root vegetables,hygiene articles} => {whole milk}",0.00101677681748856,1,3.91364902506964
"143","{cream cheese ,domestic eggs,sugar} => {whole milk}",0.00111845449923742,1,3.91364902506964
"146","{curd,domestic eggs,sugar} => {whole milk}",0.00101677681748856,1,3.91364902506964
"169","{cream cheese ,domestic eggs,napkins} => {whole milk}",0.00111845449923742,1,3.91364902506964
"228","{pip fruit,whipped/sour cream,brown bread} => {other vegetables}",0.00111845449923742,1,5.16815554387809
"264","{tropical fruit,grapes,whole milk,yogurt} => {other vegetables}",0.00101677681748856,1,5.16815554387809
"269","{ham,tropical fruit,pip fruit,yogurt} => {other vegetables}",0.00101677681748856,1,5.16815554387809
"271","{ham,tropical fruit,pip fruit,whole milk} => {other vegetables}",0.00111845449923742,1,5.16815554387809
"276","{tropical fruit,root vegetables,yogurt,oil} => {whole milk}",0.00111845449923742,1,3.91364902506964
"279","{root vegetables,other vegetables,yogurt,oil} => {whole milk}",0.00142348754448399,1,3.91364902506964
"297","{root vegetables,other vegetables,butter,white bread} => {whole milk}",0.00101677681748856,1,3.91364902506964
"326","{pork,other vegetables,butter,whipped/sour cream} => {whole milk}",0.00101677681748856,1,3.91364902506964
"341","{other vegetables,butter,whipped/sour cream,domestic eggs} => {whole milk}",0.00122013218098627,1,3.91364902506964
"345","{tropical fruit,butter,whipped/sour cream,fruit/vegetable juice} => {other vegetables}",0.00101677681748856,1,5.16815554387809
"357","{whole milk,rolls/buns,soda,newspapers} => {other vegetables}",0.00101677681748856,1,5.16815554387809
"380","{citrus fruit,whipped/sour cream,rolls/buns,pastry} => {whole milk}",0.00101677681748856,1,3.91364902506964
"383","{citrus fruit,tropical fruit,root vegetables,whipped/sour cream} => {other vegetables}",0.00122013218098627,1,5.16815554387809
"386","{pip fruit,root vegetables,other vegetables,bottled water} => {whole milk}",0.00111845449923742,1,3.91364902506964
"396","{sausage,tropical fruit,root vegetables,rolls/buns} => {whole milk}",0.00101677681748856,1,3.91364902506964
"399","{tropical fruit,root vegetables,other vegetables,yogurt,oil} => {whole milk}",0.00101677681748856,1,3.91364902506964
"144","{other vegetables,cream cheese ,sugar} => {whole milk}",0.00152516522623284,0.9375,3.66904596100279
"395","{sausage,tropical fruit,root vegetables,yogurt} => {whole milk}",0.00152516522623284,0.9375,3.66904596100279
"149","{citrus fruit,domestic eggs,sugar} => {whole milk}",0.00142348754448399,0.933333333333333,3.652739090065
"151","{yogurt,domestic eggs,sugar} => {whole milk}",0.00142348754448399,0.933333333333333,3.652739090065
"280","{root vegetables,whole milk,yogurt,oil} => {other vegetables}",0.00142348754448399,0.933333333333333,4.82361184095288
"410","{citrus fruit,tropical fruit,root vegetables,whole milk,yogurt} => {other vegetables}",0.00142348754448399,0.933333333333333,4.82361184095288
"180","{pip fruit,whipped/sour cream,cream cheese } => {whole milk}",0.00132180986273513,0.928571428571429,3.63410266613609
"241","{butter,whipped/sour cream,soda} => {other vegetables}",0.00132180986273513,0.928571428571429,4.79900157645822
"242","{pip fruit,butter,pastry} => {other vegetables}",0.00132180986273513,0.928571428571429,4.79900157645822
"259","{root vegetables,other vegetables,yogurt,rice} => {whole milk}",0.00132180986273513,0.928571428571429,3.63410266613609
"260","{root vegetables,whole milk,yogurt,rice} => {other vegetables}",0.00132180986273513,0.928571428571429,4.79900157645822
"314","{beef,tropical fruit,yogurt,rolls/buns} => {whole milk}",0.00132180986273513,0.928571428571429,3.63410266613609
"7","{whipped/sour cream,house keeping products} => {whole milk}",0.00122013218098627,0.923076923076923,3.61259910006428
