"rules","support","confidence","lift"
"6","{instant coffee} => {soda}",0.00244026436197255,0.328767123287671,1.88537880905787
"10","{instant coffee} => {whole milk}",0.00223690899847483,0.301369863013699,1.17945587056893
"7","{instant coffee} => {yogurt}",0.00213523131672598,0.287671232876712,2.06213307240705
"9","{instant coffee} => {other vegetables}",0.00193187595322827,0.26027397260274,1.34513637443402
"8","{instant coffee} => {rolls/buns}",0.00183019827147941,0.246575342465753,1.3405574865399
"3","{instant coffee} => {whipped/sour cream}",0.00132180986273513,0.178082191780822,2.48430972505586
"5","{instant coffee} => {root vegetables}",0.00132180986273513,0.178082191780822,1.63380443672051
"4","{instant coffee} => {tropical fruit}",0.00122013218098627,0.164383561643836,1.56658171392163
"1","{instant coffee} => {frozen vegetables}",0.00111845449923742,0.150684931506849,3.13316342784326
"2","{instant coffee} => {newspapers}",0.00111845449923742,0.150684931506849,1.88788063868772
