"rules","support","confidence","lift"
"10","{butter milk} => {whole milk}",0.0115912557193696,0.414545454545455,1.62238541402887
"9","{butter milk} => {other vegetables}",0.0103711235383833,0.370909090909091,1.9169158744566
"7","{butter milk} => {yogurt}",0.00854092526690392,0.305454545454545,2.18961038961039
"8","{butter milk} => {rolls/buns}",0.00762582613116421,0.272727272727273,1.48273782602141
"4","{butter milk} => {tropical fruit}",0.00549059481443823,0.196363636363636,1.87135306553911
"2","{butter milk} => {pip fruit}",0.00508388408744281,0.181818181818182,2.40347018572825
"5","{butter milk} => {root vegetables}",0.00508388408744281,0.181818181818182,1.66808005427408
"1","{butter milk} => {fruit/vegetable juice}",0.00467717336044738,0.167272727272727,2.31382176192303
"6","{butter milk} => {soda}",0.00457549567869853,0.163636363636364,0.938404452690167
"3","{butter milk} => {citrus fruit}",0.00447381799694967,0.16,1.93316953316953
