"rules","support","confidence","lift"
"12","{cat food} => {whole milk}",0.00884595831215048,0.379912663755459,1.48684482611816
"11","{cat food} => {other vegetables}",0.00650737163192679,0.279475982532751,1.44437534850741
"9","{cat food} => {yogurt}",0.00620233858668022,0.266375545851528,1.90947776490509
"6","{cat food} => {tropical fruit}",0.00477885104219624,0.205240174672489,1.95594681967435
"7","{cat food} => {root vegetables}",0.00467717336044738,0.200873362445415,1.84290067131591
"3","{cat food} => {shopping bags}",0.00457549567869853,0.196506550218341,1.99447050711804
"8","{cat food} => {soda}",0.00457549567869853,0.196506550218341,1.12690491043579
"5","{cat food} => {bottled water}",0.00447381799694967,0.192139737991266,1.738449239323
"10","{cat food} => {rolls/buns}",0.00396542958820539,0.170305676855895,0.925901786554853
"2","{cat food} => {citrus fruit}",0.00366039654295882,0.157205240174672,1.89940237975172
"1","{cat food} => {napkins}",0.00355871886120996,0.152838427947598,2.91876881332938
"4","{cat food} => {sausage}",0.00355871886120996,0.152838427947598,1.62680296413921
