"rules","support","confidence","lift"
"11","{hygiene articles} => {whole milk}",0.0128113879003559,0.388888888888889,1.52197462086041
"10","{hygiene articles} => {other vegetables}",0.00955770208439248,0.290123456790123,1.49940315161895
"8","{hygiene articles} => {yogurt}",0.00732079308591764,0.222222222222222,1.59297052154195
"7","{hygiene articles} => {soda}",0.00701576004067107,0.212962962962963,1.22127739984883
"5","{hygiene articles} => {tropical fruit}",0.0067107269954245,0.203703703703704,1.94130419178869
"1","{hygiene articles} => {napkins}",0.00610066090493137,0.185185185185185,3.53649766271125
"9","{hygiene articles} => {rolls/buns}",0.00589730554143366,0.179012345679012,0.973237379631336
"4","{hygiene articles} => {bottled water}",0.00569395017793594,0.172839506172839,1.56382386679841
"6","{hygiene articles} => {root vegetables}",0.00538891713268937,0.16358024691358,1.50075720932375
"2","{hygiene articles} => {citrus fruit}",0.00528723945094052,0.160493827160494,1.93913610580277
"3","{hygiene articles} => {shopping bags}",0.00518556176919166,0.157407407407407,1.59762833008447
