"rules","support","confidence","lift"
"10","{pasta} => {whole milk}",0.00610066090493137,0.405405405405405,1.58661446962283
"9","{pasta} => {other vegetables}",0.00427046263345196,0.283783783783784,1.46663873542486
"6","{pasta} => {soda}",0.00406710726995425,0.27027027027027,1.54991726420298
"5","{pasta} => {root vegetables}",0.00386375190645653,0.256756756756757,2.35559953610327
"7","{pasta} => {yogurt}",0.00315200813421454,0.209459459459459,1.50148234969664
"1","{pasta} => {hamburger meat}",0.00274529740721912,0.182432432432432,5.48692040664518
"2","{pasta} => {butter}",0.00244026436197255,0.162162162162162,2.92635755021076
"8","{pasta} => {rolls/buns}",0.00244026436197255,0.162162162162162,0.88162789655327
"3","{pasta} => {whipped/sour cream}",0.00233858668022369,0.155405405405405,2.16796051370519
"4","{pasta} => {pip fruit}",0.00233858668022369,0.155405405405405,2.05431742226097
