"rules","support","confidence","lift"
"12","{hard cheese} => {whole milk}",0.0100660904931368,0.410788381742739,1.6076815497174
"11","{hard cheese} => {other vegetables}",0.00945602440264362,0.385892116182573,1.99435047958781
"9","{hard cheese} => {yogurt}",0.00640569395017794,0.261410788381743,1.87388855957321
"10","{hard cheese} => {rolls/buns}",0.00589730554143366,0.240663900414938,1.30841871784462
"7","{hard cheese} => {root vegetables}",0.00559227249618709,0.228215767634855,2.09375193534403
"5","{hard cheese} => {sausage}",0.00518556176919166,0.211618257261411,2.25245190494153
"4","{hard cheese} => {whipped/sour cream}",0.00447381799694967,0.182572614107884,2.54695270886672
"3","{hard cheese} => {fruit/vegetable juice}",0.0041687849517031,0.170124481327801,2.35326902089862
"6","{hard cheese} => {tropical fruit}",0.00406710726995425,0.16597510373444,1.58174917173277
"8","{hard cheese} => {soda}",0.00406710726995425,0.16597510373444,0.951816411211788
"1","{hard cheese} => {butter}",0.00396542958820539,0.161825726141079,2.92028626898626
"2","{hard cheese} => {domestic eggs}",0.00386375190645653,0.157676348547718,2.4851712948186
