"rules","support","confidence","lift"
"14","{mayonnaise} => {other vegetables}",0.00355871886120996,0.388888888888889,2.0098382670637
"15","{mayonnaise} => {whole milk}",0.00335536349771225,0.366666666666667,1.43500464252553
"12","{mayonnaise} => {yogurt}",0.00274529740721912,0.3,2.15051020408163
"13","{mayonnaise} => {rolls/buns}",0.00274529740721912,0.3,1.63101160862355
"10","{mayonnaise} => {root vegetables}",0.0025419420437214,0.277777777777778,2.54845563847429
"11","{mayonnaise} => {soda}",0.00244026436197255,0.266666666666667,1.52925170068027
"8","{mayonnaise} => {sausage}",0.00213523131672598,0.233333333333333,2.48358585858586
"4","{mayonnaise} => {margarine}",0.00172852058973055,0.188888888888889,3.22521219135802
"7","{mayonnaise} => {shopping bags}",0.00172852058973055,0.188888888888889,1.91715399610136
"2","{mayonnaise} => {chocolate}",0.0016268429079817,0.177777777777778,3.58287795992714
"9","{mayonnaise} => {tropical fruit}",0.0016268429079817,0.177777777777778,1.69422911283376
"6","{mayonnaise} => {whipped/sour cream}",0.00152516522623284,0.166666666666667,2.32505910165485
"1","{mayonnaise} => {mustard}",0.00142348754448399,0.155555555555556,12.9651600753296
"3","{mayonnaise} => {frankfurter}",0.00142348754448399,0.155555555555556,2.63773946360153
"5","{mayonnaise} => {domestic eggs}",0.00142348754448399,0.155555555555556,2.45174501424501
