"rules","support","confidence","lift"
"13","{house keeping products} => {whole milk}",0.00386375190645653,0.463414634146341,1.81364223112983
"12","{house keeping products} => {other vegetables}",0.00274529740721912,0.329268292682927,1.70170975225254
"10","{house keeping products} => {yogurt}",0.00183019827147941,0.219512195121951,1.57354405176705
"8","{house keeping products} => {root vegetables}",0.00172852058973055,0.207317073170732,1.90201811066618
"9","{house keeping products} => {soda}",0.00172852058973055,0.207317073170732,1.18889995022399
"11","{house keeping products} => {rolls/buns}",0.00172852058973055,0.207317073170732,1.12712184335774
"2","{house keeping products} => {napkins}",0.0016268429079817,0.195121951219512,3.72626095192991
"6","{house keeping products} => {sausage}",0.0016268429079817,0.195121951219512,2.07686622320769
"7","{house keeping products} => {tropical fruit}",0.0016268429079817,0.195121951219512,1.85951975798828
"5","{house keeping products} => {shopping bags}",0.00152516522623284,0.182926829268293,1.85664124443102
"1","{house keeping products} => {chocolate}",0.00132180986273513,0.158536585365854,3.19509696121551
"3","{house keeping products} => {whipped/sour cream}",0.00132180986273513,0.158536585365854,2.21164158450095
"4","{house keeping products} => {citrus fruit}",0.00132180986273513,0.158536585365854,1.91548810451249
