"rules","support","confidence","lift"
"13","{baking powder} => {whole milk}",0.00925266903914591,0.522988505747126,2.04679345563987
"12","{baking powder} => {other vegetables}",0.00732079308591764,0.413793103448276,2.13854712160473
"5","{baking powder} => {whipped/sour cream}",0.00457549567869853,0.258620689655172,3.60785033015407
"10","{baking powder} => {yogurt}",0.00457549567869853,0.258620689655172,1.85388810696692
"8","{baking powder} => {tropical fruit}",0.00376207422470768,0.21264367816092,2.02650249487659
"9","{baking powder} => {root vegetables}",0.00355871886120996,0.201149425287356,1.84543339337794
"11","{baking powder} => {rolls/buns}",0.00355871886120996,0.201149425287356,1.09359015903878
"6","{baking powder} => {citrus fruit}",0.00345704117946111,0.195402298850575,2.36091106780762
"1","{baking powder} => {sugar}",0.0032536858159634,0.183908045977011,5.43163853508681
"4","{baking powder} => {domestic eggs}",0.00315200813421454,0.17816091954023,2.80803308281757
"2","{baking powder} => {margarine}",0.00305033045246568,0.172413793103448,2.943905651341
"3","{baking powder} => {butter}",0.00284697508896797,0.160919540229885,2.90393335442371
"7","{baking powder} => {bottled water}",0.00284697508896797,0.160919540229885,1.45597394495025
