"rules","support","confidence","lift"
"12","{canned vegetables} => {other vegetables}",0.00467717336044738,0.433962264150943,2.24278448130559
"13","{canned vegetables} => {whole milk}",0.00386375190645653,0.358490566037736,1.40300625427025
"9","{canned vegetables} => {soda}",0.00305033045246568,0.283018867924528,1.62302656911821
"10","{canned vegetables} => {yogurt}",0.00305033045246568,0.283018867924528,2.02878321139777
"7","{canned vegetables} => {tropical fruit}",0.00274529740721912,0.254716981132075,2.42746270293989
"8","{canned vegetables} => {root vegetables}",0.00264361972547026,0.245283018867925,2.25033441284145
"5","{canned vegetables} => {citrus fruit}",0.00213523131672598,0.19811320754717,2.39366510592926
"11","{canned vegetables} => {rolls/buns}",0.00213523131672598,0.19811320754717,1.07708313777027
"4","{canned vegetables} => {pip fruit}",0.00172852058973055,0.160377358490566,2.1200420977886
"1","{canned vegetables} => {hamburger meat}",0.0016268429079817,0.150943396226415,4.53984190179447
"2","{canned vegetables} => {domestic eggs}",0.0016268429079817,0.150943396226415,2.37905176584422
"3","{canned vegetables} => {whipped/sour cream}",0.0016268429079817,0.150943396226415,2.10571390338552
"6","{canned vegetables} => {sausage}",0.0016268429079817,0.150943396226415,1.60663236134934
