"rules","support","confidence","lift"
"12","{butter} => {whole milk}",0.02755465175394,0.497247706422018,1.94605300145665
"11","{butter} => {other vegetables}",0.0200305033045247,0.361467889908257,1.86812227916327
"9","{butter} => {yogurt}",0.0146415861718353,0.264220183486239,1.89402733570492
"10","{butter} => {rolls/buns}",0.013421453990849,0.242201834862385,1.31678001430158
"7","{butter} => {root vegetables}",0.0129130655821047,0.23302752293578,2.13789709708339
"2","{butter} => {whipped/sour cream}",0.0101677681748856,0.18348623853211,2.55969809356497
"6","{butter} => {tropical fruit}",0.0099644128113879,0.179816513761468,1.71365834577911
"1","{butter} => {domestic eggs}",0.00965937976614133,0.174311926605505,2.74736826629028
"3","{butter} => {citrus fruit}",0.00915099135739705,0.165137614678899,1.99524378423461
"5","{butter} => {bottled water}",0.00894763599389934,0.161467889908257,1.46093532405493
"8","{butter} => {soda}",0.00884595831215048,0.159633027522936,0.915446545590713
"4","{butter} => {sausage}",0.00864260294865277,0.155963302752294,1.66006394217403
