"rules","support","confidence","lift"
"19","{rice} => {whole milk}",0.00467717336044738,0.613333333333333,2.40037140204271
"18","{rice} => {other vegetables}",0.00396542958820539,0.52,2.68744088281661
"15","{rice} => {root vegetables}",0.00315200813421454,0.413333333333333,3.79210199004975
"16","{rice} => {yogurt}",0.00233858668022369,0.306666666666667,2.19829931972789
"9","{rice} => {fruit/vegetable juice}",0.00193187595322827,0.253333333333333,3.50426629160806
"14","{rice} => {tropical fruit}",0.00193187595322827,0.253333333333333,2.41427648578811
"7","{rice} => {butter}",0.00183019827147941,0.24,4.33100917431193
"11","{rice} => {citrus fruit}",0.00183019827147941,0.24,2.8997542997543
"17","{rice} => {rolls/buns}",0.00152516522623284,0.2,1.0873410724157
"4","{rice} => {frozen vegetables}",0.00142348754448399,0.186666666666667,3.88132487667371
"10","{rice} => {pip fruit}",0.00142348754448399,0.186666666666667,2.46756272401434
"2","{rice} => {chicken}",0.00132180986273513,0.173333333333333,4.03965244865719
"8","{rice} => {domestic eggs}",0.00132180986273513,0.173333333333333,2.73194444444444
"13","{rice} => {bottled water}",0.00132180986273513,0.173333333333333,1.56829193498927
"1","{rice} => {sugar}",0.00122013218098627,0.16,4.72552552552553
"3","{rice} => {coffee}",0.00122013218098627,0.16,2.75586690017513
"5","{rice} => {beef}",0.00122013218098627,0.16,3.04961240310078
"6","{rice} => {pork}",0.00122013218098627,0.16,2.77530864197531
"12","{rice} => {shopping bags}",0.00122013218098627,0.16,1.62394220846233
