"rules","support","confidence","lift"
"12","{ham} => {whole milk}",0.0114895780376207,0.44140625,1.72750913997214
"11","{ham} => {other vegetables}",0.00915099135739705,0.3515625,1.81692968339464
"10","{ham} => {rolls/buns}",0.00691408235892222,0.265625,1.4441248618021
"9","{ham} => {yogurt}",0.0067107269954245,0.2578125,1.84809470663265
"7","{ham} => {tropical fruit}",0.00538891713268937,0.20703125,1.97301583696705
"1","{ham} => {white bread}",0.00508388408744281,0.1953125,4.63985129830918
"6","{ham} => {sausage}",0.00498220640569395,0.19140625,2.03731652462121
"8","{ham} => {soda}",0.00498220640569395,0.19140625,1.09765625
"2","{ham} => {domestic eggs}",0.0041687849517031,0.16015625,2.52425756209936
"3","{ham} => {whipped/sour cream}",0.0041687849517031,0.16015625,2.23423648049645
"5","{ham} => {pastry}",0.0041687849517031,0.16015625,1.80015625
"4","{ham} => {pip fruit}",0.00396542958820539,0.15234375,2.01384513608871
