100,24,1,1,0
100,21,1,1,1
100,21,1,1,2
100,25,1,1,4
100,20,1,1,2
100,21,1,1,3
100,22,1,1,1
100,23,1,1,1
100,21,1,1,4
100,21,1,1,1
100,21,1,1,4
100,25,1,1,3
100,23,1,1,0
100,22,1,1,2
100,24,1,1,4
100,20,1,1,4
100,22,1,1,1
100,20,1,1,1
220,21,0,1,3
435,24,0,1,3
191,24,0,1,4
142,24,0,1,4
848,20,1,0,1
674,24,1,0,3
955,20,0,0,2
577,23,0,0,0
100,20,1,1,1
100,22,1,1,1
100,22,1,1,1
100,20,1,1,3
100,22,1,1,3
100,21,1,1,0
100,23,1,1,0
100,24,1,1,2
100,25,1,1,1
100,22,1,1,2
100,23,1,1,1
100,21,1,1,1
200,23,0,1,4
302,24,0,1,2
387,25,0,1,3
426,20,0,1,2
138,20,0,1,3
431,24,0,1,1
250,22,0,1,2
243,23,0,1,4
378,25,0,1,2
315,22,0,1,4
489,22,0,1,2
378,22,0,1,4
120,20,0,1,4
407,24,0,1,4
476,24,0,1,4
399,23,0,1,3
147,21,0,1,4
173,22,0,1,3
963,22,1,0,1
548,24,1,0,4
826,23,1,0,2
708,22,1,0,0
817,20,1,0,3
624,23,1,0,3
906,24,1,0,3
815,24,1,0,3
748,21,1,0,3
650,25,1,0,2
818,20,0,0,0
977,25,0,0,3
100,25,1,1,1
100,21,1,1,2
100,25,1,1,4
100,22,1,1,4
100,23,1,1,0
100,23,1,1,4
100,24,1,1,3
100,25,1,1,0
100,20,1,1,4
100,24,1,1,4
100,21,1,1,2
100,20,1,1,1
100,20,1,1,1
100,20,1,1,1
100,23,1,1,1
100,20,1,1,0
100,21,1,1,0
100,25,1,1,4
100,20,1,1,3
100,21,1,1,1
100,21,1,1,4
100,21,1,1,3
100,21,1,1,4
100,22,1,1,0
100,22,1,1,1
100,25,1,1,1
100,24,1,1,3
100,20,1,1,0
100,23,1,1,0
100,22,1,1,3
100,25,1,1,4
100,24,1,1,4
100,24,1,1,4
100,20,1,1,4
100,25,1,1,0
100,25,1,1,1
100,22,1,1,0
100,23,1,1,3
100,24,1,1,3
100,25,1,1,4
100,20,1,1,1
100,22,1,1,2
100,20,1,1,3
100,25,1,1,0
100,20,1,1,4
100,21,1,1,3
100,22,1,1,0
100,20,1,1,3
100,24,1,1,2
100,25,1,1,1
100,25,1,1,3
100,22,1,1,4
100,21,1,1,4
100,22,1,1,3
100,24,1,1,4
100,23,1,1,4
100,20,1,1,4
100,25,1,1,4
100,22,1,1,0
100,20,1,1,1
100,21,1,1,1
100,24,1,1,1
100,22,1,1,4
100,25,1,1,1
100,22,1,1,3
100,25,1,1,3
100,20,1,1,3
100,22,1,1,4
100,20,1,1,3
100,21,1,1,3
100,21,1,1,2
100,20,1,1,3
100,20,1,1,1
100,23,1,1,3
100,22,1,1,3
100,23,1,1,4
100,25,1,1,0
100,25,1,1,4
100,25,1,1,0
100,21,1,1,1
100,20,1,1,2
100,23,1,1,1
100,21,1,1,0
100,22,1,1,4
100,21,1,1,2
100,20,1,1,1
100,20,1,1,3
100,20,1,1,3
100,25,1,1,0
100,22,1,1,3
192,23,0,1,2
465,25,0,1,1
259,20,0,1,4
196,21,0,1,2
498,25,0,1,4
489,23,0,1,0
144,20,0,1,1
383,20,0,1,1
391,25,0,1,2
448,24,0,1,3
401,20,0,1,2
354,23,0,1,3
416,23,0,1,2
282,22,0,1,2
392,21,0,1,4
381,24,0,1,0
363,25,0,1,1
441,21,0,1,1
175,22,0,1,3
496,24,0,1,3
300,25,0,1,4
136,25,0,1,0
225,23,0,1,3
859,21,1,0,1
711,24,1,0,2
571,24,1,0,0
813,24,1,0,0
622,22,1,0,3
928,23,1,0,3
993,21,1,0,4
836,25,1,0,1
640,20,1,0,3
942,23,1,0,4
758,23,0,0,3
724,24,0,0,2
932,21,0,0,1
890,23,0,0,1
586,24,0,0,3
100,21,1,1,3
100,23,1,1,1
100,21,1,1,0
100,21,1,1,0
100,24,1,1,2
100,23,1,1,1
100,23,1,1,3
100,21,1,1,4
100,20,1,1,3
100,20,1,1,1
100,20,1,1,0
100,22,1,1,2
100,20,1,1,3
100,20,1,1,4
100,22,1,1,3
100,20,1,1,4
100,20,1,1,0
100,22,1,1,3
100,24,1,1,0
100,24,1,1,1
100,24,1,1,4
100,23,1,1,3
100,23,1,1,3
100,21,1,1,0
100,24,1,1,3
388,21,0,1,0
123,20,0,1,0
461,25,0,1,2
191,25,0,1,0
308,21,0,1,4
471,21,0,1,3
384,25,0,1,2
150,24,0,1,0
160,20,0,1,2
239,25,0,1,0
649,21,1,0,1
547,22,1,0,0
861,25,1,0,3
930,25,1,0,0
732,20,1,0,3
768,23,1,0,0
621,21,1,0,4
922,20,1,0,0
769,22,1,0,2
599,20,1,0,4
525,21,0,0,1
710,24,0,0,3
599,24,0,0,2
672,23,0,0,4
800,22,0,0,0
100,28,1,1,0
100,30,1,1,3
100,30,1,1,1
100,29,1,1,0
100,30,1,1,0
100,28,1,1,4
100,27,1,1,1
100,27,1,1,1
100,28,1,1,3
100,28,1,1,1
100,28,1,1,0
100,29,1,1,0
100,29,1,1,0
100,29,1,1,4
100,30,1,1,1
100,30,1,1,2
100,26,1,1,3
100,26,1,1,4
100,28,1,1,1
100,30,1,1,0
